location_code,year,location_id,product_id,export_value,import_value,hs_eci,hs_coi,pci
SWZ,2016,21318,16366,1767523297.6985474,1673596463.5952759,28.180370279999952,-45.01551719999991,-22.244405569863087
SXM,2016,20370,14356,108392647.60595703,870840801.4406128,105.38858910000016,-77.9401693000001,-21.67433796986309
SYC,2016,21522,16366,1397287260.3540733,1331441336.0930786,58.22217833999991,-55.38124680000013,-22.244405569863087
SYR,2016,21624,16366,790875497.7658691,4833691365.831787,-72.77001708000007,29.287967879999993,-22.244405569863087
TCA,2016,21726,16366,29503984.01904297,333990649.4511719,36.5735178,-48.61376712000008,-22.244405569863087
TCD,2016,21828,16366,1361409087.2305908,661070082.5916748,-277.9968078000003,-100.67135819999986,-22.244405569863087
TGO,2016,21930,16366,2225710143.144287,7897182307.056702,-77.52978689999989,-71.7350557199998,-22.244405569863087
THA,2016,22032,16366,284980748925.0617,211815289233.68457,100.34173907999987,146.1611651999996,-22.244405569863087
TJK,2016,22134,16366,996190567.1002197,3964875670.270508,-107.74776120000016,-115.78470839999993,-22.244405569863087
TKL,2016,21146,14356,13820015.041381836,5815653.493530273,31.441081420000067,-16.631260129999998,-21.67433796986309
TKM,2016,22338,16366,6700179431.863464,5631548927.231445,-129.9450624000002,-128.20678859999987,-22.244405569863087
TLS,2016,22440,16366,129822960.26647949,1197736223.906128,-83.06368265999987,-90.92414640000014,-22.244405569863087
TON,2016,22542,16366,89781584.06164551,273115912.9829712,-54.317167500000046,-84.51896766,-22.244405569863087
TTO,2016,22644,16366,8401185558.772217,8558047575.894287,-21.372231360000008,-106.36244820000007,-22.244405569863087
TUN,2016,22746,16366,17660497468.065735,21987172356.32556,17.366852520000002,103.41107819999979,-22.244405569863087
TUR,2016,22848,16366,180937020158.38763,207175042883.61487,48.46890366000004,253.32049860000018,-22.244405569863087
TUV,2016,22950,16366,34053230.21228027,57672620.179504395,104.03000400000016,-86.5488798599999,-22.244405569863087
TWN,2016,24153,14356,316051100204.57983,223131527485.43616,190.8420486000003,131.9251603999999,-21.67433796986309
TZA,2016,23052,16366,8563491367.229706,11900097659.790771,-109.76462760000015,-8.192063291999993,-22.244405569863087
UGA,2016,23154,16366,4339756168.160889,5502540009.179504,-44.3552202,36.45762539999998,-22.244405569863087
UKR,2016,23256,16366,50288910958.905334,50626227655.14099,44.94605214000006,67.40502719999986,-22.244405569863087
UMI,2016,22213,14356,8286841.293212891,25145782.525512695,183.41643670000025,26.541138059999966,-21.67433796986309
URY,2016,23460,16366,12786159964.54132,13941464953.438904,11.741615759999974,-46.581536459999974,-22.244405569863087
USA,2016,23562,16366,2204411755559.255,2539519557892.291,171.0679739999998,33.17690453999996,-22.244405569863087
UZB,2016,23664,16366,7887294275.1866455,13330663422.969116,-69.60138300000004,-49.61081916000005,-22.244405569863087
VAT,2016,22601,14356,4756344.67175293,43326986.81750488,94.09937989999993,-35.67233878999994,-21.67433796986309
VCT,2016,23868,16366,538395292.9535522,459302272.18084717,15.510370919999982,-57.992242799999886,-22.244405569863087
VEN,2016,24072,16366,25522987967.578735,25094577791.762817,-83.67263999999996,-119.2749750000002,-22.244405569863087
VGB,2016,22989,14356,553500602.348999,1549948448.451233,64.17344720999988,-39.53785960000006,-21.67433796986309
VIR,2016,1190,2010,0.0,0.0,0.0,0.0,-0.5700676
VNM,2016,24378,16366,203334315222.4983,209059223693.75696,-12.798217439999986,108.0881658,-22.244405569863087
VUT,2016,24480,16366,524235803.3972168,362064070.03967285,-118.59088140000011,-98.05338540000017,-22.244405569863087
WLF,2016,23377,14356,420130.404296875,32055672.809448242,190.91529330000026,-75.57497949999987,-21.67433796986309
WSM,2016,24684,16366,280597933.5628586,445304451.6878967,66.52652669999995,-19.607691540000022,-22.244405569863087
YEM,2016,24786,16366,1131869620.0618286,7988251958.745728,-119.3086044,-119.84069759999981,-22.244405569863087
ZAF,2016,25092,16366,100320031442.828,86946631007.33716,18.70199274000002,143.21021339999996,-22.244405569863087
ZMB,2016,25194,16366,6452692676.290558,6853125591.222229,-58.87285979999993,-96.00885251999996,-22.244405569863087
ZWE,2016,25296,16366,2856429256.4156494,4957769882.98645,-109.7423711999999,-101.51206973999984,-22.244405569863087
